응답자ID,조사시작일자,성별구분코드,연령대구분명,답변자거주지역명,가구소득정도명,레저시간사용목적1순위값,레저시간사용목적2순위값,평일일평균레저시간값,주말일평균레저시간값,레저시간휴식오락사용비율,레저시간취미사용비율,레저시간본인계발사용비율,레저시간대인관계교제사용비율,레저시간기타사용비율,관심레저활동1순위값,관심레저활동2순위값,관심레저활동3순위값,관심레저활동4순위값,관심레저활동5순위값
53370993,20240424,F,50대,경상북도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해,2,4,10,0,0,90,0,영화관 관람,없음,없음,없음,없음
53371048,20240424,M,40대,대구광역시,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,2,5,80,20,0,0,0,만화책 보기,게임,종교활동,캠핑-차박,기타 스포츠 영상-현장 관람
53371069,20240424,F,30대,충청북도,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,1,4,50,0,0,50,0,SNS -인터넷 커뮤니티 활동,게임,낮잠자기,맛집-카페 탐방,국내 여행
53371582,20240424,F,60대,전라북도,700만원 이상,남는 시간을 보내기 위해,가족-지인 등과 시간을 보내기 위해,3,0,30,20,20,30,0,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,사진 직접 활동 및 수강하기,축제 참가,사회봉사활동
53372175,20240424,M,50대,경기도,300이상500만원 미만,스트레스 해소를 위해,대인 관계-교제를 위해,1,3,30,0,10,60,0,종교활동,등산 직접 하기,국내 여행,없음,없음
53372244,20240424,M,50대,경기도,700만원 이상,스트레스 해소를 위해,자기 계발을 위해,1,3,40,10,10,40,0,국내 프로스포츠 현장 관람,기타 자기계발-자기관리,골프 직접 하기,영화관 관람,국내 프로스포츠 영상 시청
53372247,20240424,M,60대,부산광역시,300이상500만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,6,60,20,10,10,0,걷기-속보-조깅 직접 하기,드라이브,국내 프로스포츠 영상 시청,줄넘기-맨손체조-스트레칭 직접 하기,등산 직접 하기
53372405,20240424,M,40대,제주특별자치도,500이상700만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해,1,3,70,30,0,0,0,영상 컨텐츠 시청,게임,인테리어,어학-기술-자격증 취득,친구-이성친구 만남
53372421,20240424,F,50대,서울특별시,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,3,18,30,30,10,30,0,계모임-동창회-사교모임,미술 직접 활동 및 수강하기,영화관 관람,반려동물 돌보기,기타 자기계발-자기관리
53372428,20240424,F,50대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,5,6,60,0,0,40,0,가족-친지 만남,쇼핑,게임,수다-잡담하기,산책-걷기
53372468,20240424,F,60대,충청남도,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,3,5,20,20,20,20,20,겨울레저스포츠 직접 하기,종교활동,가족-친지 만남,음악-라디오 감상,국내 여행
53372623,20240424,M,50대,서울특별시,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,1,2,80,20,0,0,0,영상 컨텐츠 시청,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,헬스-보디빌딩 직접 하기,게임
53372667,20240424,M,40대,울산광역시,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,1,8,20,80,0,0,0,산책-걷기,국내 여행,독서,온천-사우나-찜질방,없음
53373055,20240424,F,30대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,1,3,50,20,20,10,0,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,골프 영상 시청,골프 직접 하기,게임
53373147,20240424,M,50대,인천광역시,무응답,가족-지인 등과 시간을 보내기 위해,없음,2,4,0,0,0,100,0,국내 여행,없음,없음,없음,없음
53373320,20240424,M,50대,서울특별시,700만원 이상,대인 관계-교제를 위해,건강 관리를 위해,2,5,50,20,10,20,0,골프 영상 시청,골프 직접 하기,등산 직접 하기,소풍-피크닉,음주-유흥
53373345,20240424,F,40대,충청남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,3,10,80,0,0,20,0,산책-걷기,낮잠자기,미술관-전시관 관람,없음,없음
53373646,20240424,M,60대,부산광역시,300만원 미만,남는 시간을 보내기 위해,건강 관리를 위해,3,6,50,0,0,0,50,해외 프로스포츠 영상 시청,없음,없음,없음,없음
53373988,20240424,M,50대,서울특별시,500이상700만원 미만,스트레스 해소를 위해,없음,1,2,20,80,0,0,0,구기스포츠 직접 하기,산책-걷기,없음,없음,없음
53374053,20240424,F,50대,경상북도,300만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,2,5,0,50,0,50,0,등산 직접 하기,걷기-속보-조깅 직접 하기,요가-필라테스 직접 하기,국내 여행,축제 참가
53374136,20240424,F,20대,서울특별시,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,7,4,60,10,5,25,0,수집,음악-라디오 감상,SNS -인터넷 커뮤니티 활동,산책-걷기,영상 컨텐츠 제작
53374339,20240424,F,60대,전라남도,500이상700만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,6,6,30,20,30,20,0,산책-걷기,걷기-속보-조깅 직접 하기,독서,드라이브,영화관 관람
53374416,20240424,F,40대,충청남도,700만원 이상,건강 관리를 위해,스트레스 해소를 위해,5,8,30,50,20,0,0,요가-필라테스 직접 하기,쇼핑,줄넘기-맨손체조-스트레칭 직접 하기,영화관 관람,음주-유흥
53374640,20240424,M,40대,경기도,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,2,10,15,30,25,30,0,산책-걷기,해외 프로스포츠 영상 시청,수다-잡담하기,라켓스포츠 직접 하기,만화책 보기
53374674,20240424,F,40대,충청북도,700만원 이상,스트레스 해소를 위해,자기만족-즐거움을 위해,3,8,20,60,20,0,0,등산 직접 하기,산책-걷기,독서,국내 여행,쇼핑
53374947,20240424,F,30대,경기도,300만원 미만,대인 관계-교제를 위해,마음의 안정-휴식을 위해,3,1,50,0,0,50,0,영상 컨텐츠 시청,산책-걷기,기타 취미-오락-휴식,계모임-동창회-사교모임,낮잠자기
53375031,20240424,M,50대,광주광역시,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,1,2,20,10,50,20,0,영상 컨텐츠 시청,해외 프로스포츠 영상 시청,독서,가족-친지 만남,반려동물 돌보기
53375189,20240424,F,50대,충청북도,300만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,0,5,50,0,0,50,0,가족-친지 만남,없음,없음,없음,없음
53375431,20240424,M,30대,경상남도,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,5,15,80,0,0,20,0,게임,영상 컨텐츠 시청,없음,없음,없음
53375443,20240424,F,40대,광주광역시,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,2,5,40,20,0,40,0,쇼핑,없음,없음,없음,없음
53375545,20240424,F,30대,전라북도,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해,1,3,99,0,0,1,0,산책-걷기,영상 컨텐츠 시청,만화책 보기,수다-잡담하기,친구-이성친구 만남
53375573,20240424,F,20대,경기도,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해,8,10,50,20,20,10,0,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,헬스-보디빌딩 직접 하기,걷기-속보-조깅 직접 하기,맛집-카페 탐방
53376074,20240424,M,40대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,2,8,10,0,0,0,90,영상 컨텐츠 시청,기타 사회교류,종교활동,독서,친구-이성친구 만남
53376159,20240424,M,60대,경기도,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,10,10,30,50,20,0,0,등산 직접 하기,종교활동,온천-사우나-찜질방,기타 자기계발-자기관리,없음
53376164,20240424,F,40대,경상북도,500이상700만원 미만,자기 계발을 위해,없음,2,3,20,20,20,40,0,보드게임-퍼즐-바둑-장기-체스 등,산책-걷기,없음,없음,없음
53376270,20240424,F,60대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,없음,5,8,30,10,20,40,0,쇼핑,가족-친지 만남,음악 공연 관람,종교활동,없음
53376303,20240424,M,60대,경상북도,300만원 미만,대인 관계-교제를 위해,건강 관리를 위해,3,3,50,20,10,20,0,온천-사우나-찜질방,산책-걷기,영상 컨텐츠 시청,골프 직접 하기,보드게임-퍼즐-바둑-장기-체스 등
53376306,20240424,F,30대,충청남도,500이상700만원 미만,남는 시간을 보내기 위해,가족-지인 등과 시간을 보내기 위해,1,2,100,0,0,0,0,수다-잡담하기,가족-친지 만남,없음,없음,없음
53376321,20240424,M,40대,경상북도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,1,4,10,80,0,10,0,구기스포츠 직접 하기,없음,없음,없음,없음
53376394,20240424,F,50대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,5,8,30,20,0,50,0,SNS -인터넷 커뮤니티 활동,음악-라디오 감상,친구-이성친구 만남,걷기-속보-조깅 직접 하기,종교활동
53376627,20240424,F,60대,경기도,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,2,2,10,20,10,10,50,종교활동,등산 직접 하기,산책-걷기,국내 여행,낮잠자기
53376640,20240424,M,50대,충청남도,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,5,12,0,70,0,30,0,라켓스포츠 직접 하기,걷기-속보-조깅 직접 하기,국내 여행,없음,없음
53376890,20240424,M,60대,경기도,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해,2,10,20,0,0,40,40,골프 직접 하기,걷기-속보-조깅 직접 하기,산책-걷기,기타 사회교류,국내 여행
53376981,20240424,F,50대,전라북도,무응답,마음의 안정-휴식을 위해,자기 계발을 위해,2,4,0,0,70,30,0,독서,영상 컨텐츠 시청,산책-걷기,영화관 관람,국내 여행
53377016,20240424,M,30대,경상남도,700만원 이상,가족-지인 등과 시간을 보내기 위해,없음,10,10,50,0,0,50,0,영상 컨텐츠 시청,쇼핑,해외여행,없음,없음
53377040,20240424,F,20대,경상남도,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,10,0,0,60,40,0,국내 여행,친구-이성친구 만남,맛집-카페 탐방,영상 컨텐츠 제작,헬스-보디빌딩 직접 하기
53377251,20240424,M,60대,경상북도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,4,10,40,0,0,30,30,드라이브,산책-걷기,종교활동,맛집-카페 탐방,낮잠자기
53377405,20240424,F,40대,경상북도,무응답,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,4,7,40,30,10,20,0,요가-필라테스 직접 하기,음악 직접 활동 및 수강하기,쇼핑,가족-친지 만남,계모임-동창회-사교모임
53377457,20240424,F,20대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,8,10,90,5,5,0,0,영상 컨텐츠 시청,음악-라디오 감상,영화관 관람,쇼핑,만화책 보기
