연령계층별,시점,인구[천명],경제활동인구[천명],취업자[천명],실업자[천명],비경제활동인구[천명],경제활동참가율[%],실업률[%],고용률[%]
15 - 19세,2001.11 월,3466.8,377.3,339.3,38,3089.5,10.9,10.1,9.8
15 - 19세,2001.12 월,3449.3,416.1,351.3,64.9,3033.2,12.1,15.6,10.2
15 - 19세,2002.01 월,3429.8,483.5,412.3,71.2,2946.3,14.1,14.7,12
15 - 19세,2002.02 월,3411.3,428.4,371,57.4,2982.9,12.6,13.4,10.9
15 - 19세,2002.03 월,3392.5,350.8,302,48.8,3041.8,10.3,13.9,8.9
15 - 19세,2002.04 월,3373.7,355.3,309.3,45.9,3018.4,10.5,12.9,9.2
15 - 19세,2002.05 월,3354.8,344.6,312.4,32.3,3010.2,10.3,9.4,9.3
15 - 19세,2002.06 월,3336.2,322.1,287.3,34.7,3014.1,9.7,10.8,8.6
15 - 19세,2002.07 월,3319.7,411,359.5,51.4,2908.7,12.4,12.5,10.8
15 - 19세,2002.08 월,3305.1,372.7,335.1,37.6,2932.4,11.3,10.1,10.1
15 - 19세,2002.09 월,3290.5,289.1,263.2,25.9,3001.5,8.8,9,8
15 - 19세,2002.10 월,3276.1,285.3,258.6,26.7,2990.9,8.7,9.4,7.9
15 - 19세,2002.11 월,3261.1,287,253.3,33.7,2974.1,8.8,11.7,7.8
15 - 19세,2002.12 월,3246.6,312.8,269.3,43.5,2933.7,9.6,13.9,8.3
15 - 19세,2003.01 월,3232.4,378.3,327.4,50.8,2854.2,11.7,13.4,10.1
15 - 19세,2003.02 월,3218,342.8,300.9,41.9,2875.2,10.7,12.2,9.4
15 - 19세,2003.03 월,3203.5,275.3,242.2,33.2,2928.2,8.6,12.1,7.6
15 - 19세,2003.04 월,3189.3,273.8,246.8,27.1,2915.5,8.6,9.9,7.7
15 - 19세,2003.05 월,3175.2,265.8,240.6,25.2,2909.4,8.4,9.5,7.6
15 - 19세,2003.06 월,3160.4,287.4,243.7,43.7,2873,9.1,15.2,7.7
15 - 19세,2003.07 월,3149,385.4,323.7,61.7,2763.6,12.2,16,10.3
15 - 19세,2003.08 월,3139.8,338,305.3,32.7,2801.8,10.8,9.7,9.7
15 - 19세,2003.09 월,3130.7,264.1,236.5,27.6,2866.6,8.4,10.5,7.6
15 - 19세,2003.10 월,3121.8,275.6,240.2,35.3,2846.2,8.8,12.8,7.7
15 - 19세,2003.11 월,3112.6,292.4,246.5,45.8,2820.3,9.4,15.7,7.9
15 - 19세,2003.12 월,3103.7,354,294.8,59.2,2749.7,11.4,16.7,9.5
15 - 19세,2004.01 월,3095.3,398.3,331.1,67.2,2697,12.9,16.9,10.7
15 - 19세,2004.02 월,3086.3,329.4,281,48.4,2756.9,10.7,14.7,9.1
15 - 19세,2004.03 월,3077.2,268.5,222.9,45.6,2808.7,8.7,17,7.2
15 - 19세,2004.04 월,3068.1,251.1,219,32.1,2817,8.2,12.8,7.1
15 - 19세,2004.05 월,3059,264.6,236.1,28.6,2794.3,8.6,10.8,7.7
15 - 19세,2004.06 월,3050.2,282.1,231.4,50.7,2768.2,9.2,18,7.6
15 - 19세,2004.07 월,3045.1,370.5,312.9,57.6,2674.6,12.2,15.5,10.3
15 - 19세,2004.08 월,3042.9,288.9,259.8,29.1,2754,9.5,10.1,8.5
15 - 19세,2004.09 월,3040.6,285.8,261.9,24,2754.8,9.4,8.4,8.6
15 - 19세,2004.10 월,3038.3,274.8,246.6,28.2,2763.5,9,10.3,8.1
15 - 19세,2004.11 월,3035.8,265.8,234.8,31,2770,8.8,11.7,7.7
15 - 19세,2004.12 월,3033.1,321.4,260.5,61,2711.6,10.6,19,8.6
15 - 19세,2005.01 월,3030.5,375.2,301.7,73.6,2655.3,12.4,19.6,10
15 - 19세,2005.02 월,3028.5,299.8,259.5,40.3,2728.7,9.9,13.4,8.6
15 - 19세,2005.03 월,3026.1,260.8,222.9,37.9,2765.4,8.6,14.5,7.4
15 - 19세,2005.04 월,3023.7,263.5,236.2,27.3,2760.3,8.7,10.4,7.8
15 - 19세,2005.05 월,3021.4,267.7,240.6,27.1,2753.7,8.9,10.1,8
15 - 19세,2005.06 월,3019.2,269.1,231,38.1,2750.1,8.9,14.2,7.7
15 - 19세,2005.07 월,3019.1,359.8,308.8,51,2659.2,11.9,14.2,10.2
15 - 19세,2005.08 월,3021,286.2,264.4,21.8,2734.8,9.5,7.6,8.8
15 - 19세,2005.09 월,3023.2,228.4,211.4,17,2794.8,7.6,7.4,7
15 - 19세,2005.10 월,3025.3,213.4,197.2,16.2,2811.8,7.1,7.6,6.5
15 - 19세,2005.11 월,3027.4,213.7,197.2,16.5,2813.8,7.1,7.7,6.5
15 - 19세,2005.12 월,3029.2,263.9,224.1,39.8,2765.2,8.7,15.1,7.4
15 - 19세,2006.01 월,3020.1,314.7,275.8,38.9,2705.4,10.4,12.4,9.1
15 - 19세,2006.02 월,3022.2,279.6,248.4,31.2,2742.6,9.3,11.2,8.2
15 - 19세,2006.03 월,3024.1,208.5,190.7,17.8,2815.6,6.9,8.5,6.3
15 - 19세,2006.04 월,3026.5,205,190.6,14.4,2821.6,6.8,7,6.3
15 - 19세,2006.05 월,3029.2,213.2,199.4,13.8,2816,7,6.5,6.6
15 - 19세,2006.06 월,3031.9,226.9,196.4,30.5,2805,7.5,13.4,6.5
15 - 19세,2006.07 월,3036.8,300.6,268.8,31.8,2736.1,9.9,10.6,8.9
15 - 19세,2006.08 월,3044,229.2,215.7,13.5,2814.8,7.5,5.9,7.1
15 - 19세,2006.09 월,3050.7,175.6,160.6,15,2875.1,5.8,8.5,5.3
15 - 19세,2006.10 월,3057.7,178.5,154.1,24.4,2879.2,5.8,13.7,5
15 - 19세,2006.11 월,3063.9,184.6,163.8,20.8,2879.3,6,11.3,5.3
15 - 19세,2006.12 월,3070.5,225.4,190.2,35.3,2845,7.3,15.7,6.2
15 - 19세,2007.01 월,3077.9,295,267.4,27.6,2782.9,9.6,9.4,8.7
15 - 19세,2007.02 월,3084.4,267.2,239.5,27.7,2817.2,8.7,10.4,7.8
15 - 19세,2007.03 월,3091.1,184.6,167.8,16.8,2906.5,6,9.1,5.4
15 - 19세,2007.04 월,3097.8,192.3,176.9,15.4,2905.5,6.2,8,5.7
15 - 19세,2007.05 월,3105.1,202.6,189.9,12.6,2902.6,6.5,6.2,6.1
15 - 19세,2007.06 월,3112.5,223.4,204.9,18.5,2889.2,7.2,8.3,6.6
15 - 19세,2007.07 월,3120.1,299.3,258.8,40.5,2820.8,9.6,13.5,8.3
15 - 19세,2007.08 월,3128.3,259.6,235.3,24.3,2868.8,8.3,9.4,7.5
15 - 19세,2007.09 월,3136.6,194.6,180,14.6,2942,6.2,7.5,5.7
15 - 19세,2007.10 월,3145.2,182.1,169,13.1,2963.1,5.8,7.2,5.4
15 - 19세,2007.11 월,3153.4,191.8,175.6,16.2,2961.6,6.1,8.4,5.6
15 - 19세,2007.12 월,3161.5,213.7,188.9,24.8,2947.8,6.8,11.6,6
15 - 19세,2008.01 월,3170.2,275.3,244.6,30.7,2894.9,8.7,11.2,7.7
15 - 19세,2008.02 월,3178.4,222.7,206.5,16.2,2955.6,7,7.3,6.5
15 - 19세,2008.03 월,3186.3,186,175,11,3000.3,5.8,5.9,5.5
15 - 19세,2008.04 월,3194.2,202.2,186.4,15.8,2992,6.3,7.8,5.8
15 - 19세,2008.05 월,3202.3,214.3,202,12.3,2988,6.7,5.7,6.3
15 - 19세,2008.06 월,3210.5,221.9,186.8,35.1,2988.6,6.9,15.8,5.8
15 - 19세,2008.07 월,3218.6,279.9,245.1,34.8,2938.7,8.7,12.4,7.6
15 - 19세,2008.08 월,3225.8,250.1,228.7,21.5,2975.7,7.8,8.6,7.1
15 - 19세,2008.09 월,3233,164.7,150.2,14.4,3068.3,5.1,8.7,4.6
15 - 19세,2008.10 월,3240,149.7,140.3,9.3,3090.4,4.6,6.2,4.3
15 - 19세,2008.11 월,3247.6,148.8,131.5,17.3,3098.8,4.6,11.6,4
15 - 19세,2008.12 월,3254.9,203.9,165.2,38.7,3051,6.3,19,5.1
15 - 19세,2009.01 월,3264,250.2,208.3,41.9,3013.8,7.7,16.7,6.4
15 - 19세,2009.02 월,3270.8,210.2,185.7,24.4,3060.6,6.4,11.6,5.7
15 - 19세,2009.03 월,3277.5,160.5,141.1,19.4,3117,4.9,12.1,4.3
15 - 19세,2009.04 월,3284.3,174.8,158,16.8,3109.6,5.3,9.6,4.8
15 - 19세,2009.05 월,3291.7,185,170.7,14.3,3106.7,5.6,7.7,5.2
15 - 19세,2009.06 월,3298.9,210.8,170.6,40.2,3088.1,6.4,19.1,5.2
15 - 19세,2009.07 월,3305.2,274.5,230.8,43.7,3030.7,8.3,15.9,7
15 - 19세,2009.08 월,3310.4,237.6,214.9,22.7,3072.9,7.2,9.6,6.5
15 - 19세,2009.09 월,3315,167.1,158.7,8.4,3147.9,5,5,4.8
15 - 19세,2009.10 월,3319.7,158,145.3,12.7,3161.6,4.8,8,4.4
15 - 19세,2009.11 월,3324.6,188.4,163.1,25.4,3136.2,5.7,13.5,4.9
15 - 19세,2009.12 월,3329.4,227.6,196.6,31,3101.8,6.8,13.6,5.9
15 - 19세,2010.01 월,3337.2,306,248.8,57.2,3031.2,9.2,18.7,7.5
15 - 19세,2010.02 월,3341.7,244,213.4,30.7,3097.7,7.3,12.6,6.4
15 - 19세,2010.03 월,3346.3,188.3,165.4,22.9,3158,5.6,12.2,4.9
15 - 19세,2010.04 월,3350.9,196.7,172.6,24.2,3154.1,5.9,12.3,5.2
15 - 19세,2010.05 월,3356.1,226.4,208.4,17.9,3129.8,6.7,7.9,6.2
15 - 19세,2010.06 월,3361.1,226.1,180.3,45.8,3135,6.7,20.3,5.4
15 - 19세,2010.07 월,3365.8,319.3,282.3,37.1,3046.5,9.5,11.6,8.4
15 - 19세,2010.08 월,3369.1,246.1,232.1,14,3123,7.3,5.7,6.9
15 - 19세,2010.09 월,3371.9,193.9,180,13.8,3178.1,5.8,7.1,5.3
15 - 19세,2010.10 월,3375,194.5,183.1,11.4,3180.5,5.8,5.9,5.4
15 - 19세,2010.11 월,3378.5,207.9,193.9,14,3170.7,6.2,6.7,5.7
15 - 19세,2010.12 월,3382.7,262.1,217.2,44.9,3120.6,7.7,17.1,6.4
15 - 19세,2011.01 월,3352,334.3,285.4,48.9,3017.6,10,14.6,8.5
15 - 19세,2011.02 월,3354.7,280.5,248.4,32.2,3074.2,8.4,11.5,7.4
15 - 19세,2011.03 월,3358,239.4,212.1,27.2,3118.6,7.1,11.4,6.3
15 - 19세,2011.04 월,3360.6,217.6,199,18.6,3143,6.5,8.5,5.9
15 - 19세,2011.05 월,3365.1,221.1,208.2,12.9,3144.1,6.6,5.8,6.2
15 - 19세,2011.06 월,3367,240.5,210.4,30.1,3126.5,7.1,12.5,6.2
15 - 19세,2011.07 월,3367.7,343.8,288.5,55.4,3023.8,10.2,16.1,8.6
15 - 19세,2011.08 월,3364.9,274.4,253.4,21,3090.4,8.2,7.7,7.5
15 - 19세,2011.09 월,3360.7,221.6,203.7,18,3139.1,6.6,8.1,6.1
15 - 19세,2011.10 월,3357.5,219.1,202,17.1,3138.3,6.5,7.8,6
15 - 19세,2011.11 월,3355.5,213.3,196.6,16.7,3142.2,6.4,7.8,5.9
15 - 19세,2011.12 월,3357,261.9,228.9,33,3095.1,7.8,12.6,6.8
15 - 19세,2012.01 월,3352.4,306.5,267.7,38.9,3045.8,9.1,12.7,8
15 - 19세,2012.02 월,3349.7,268.2,243.7,24.5,3081.5,8,9.1,7.3
15 - 19세,2012.03 월,3346.7,224.4,203.3,21.1,3122.3,6.7,9.4,6.1
15 - 19세,2012.04 월,3343.1,242.5,226.7,15.8,3100.6,7.3,6.5,6.8
15 - 19세,2012.05 월,3341.5,248.1,233.2,14.9,3093.4,7.4,6,7
15 - 19세,2012.06 월,3337.3,240,216.8,23.1,3097.3,7.2,9.6,6.5
15 - 19세,2012.07 월,3333.6,320,284.7,35.3,3013.6,9.6,11,8.5
15 - 19세,2012.08 월,3327.9,287.3,270.5,16.7,3040.7,8.6,5.8,8.1
15 - 19세,2012.09 월,3321.8,220.6,201.1,19.5,3101.2,6.6,8.8,6.1
15 - 19세,2012.10 월,3315.8,218.4,203.7,14.6,3097.4,6.6,6.7,6.1
15 - 19세,2012.11 월,3311.3,222.7,205.4,17.3,3088.6,6.7,7.8,6.2
15 - 19세,2012.12 월,3310.3,266.1,236,30.1,3044.2,8,11.3,7.1
15 - 19세,2013.01 월,3303.6,322.3,289.5,32.8,2981.3,9.8,10.2,8.8
15 - 19세,2013.02 월,3299.4,288.7,259.9,28.8,3010.7,8.8,10,7.9
15 - 19세,2013.03 월,3293.3,217.2,198.5,18.7,3076.1,6.6,8.6,6
15 - 19세,2013.04 월,3288,208.9,181.2,27.6,3079.1,6.4,13.2,5.5
15 - 19세,2013.05 월,3283.1,222.9,200.1,22.7,3060.2,6.8,10.2,6.1
15 - 19세,2013.06 월,3278.7,226.6,203.4,23.2,3052.1,6.9,10.2,6.2
15 - 19세,2013.07 월,3273,306.4,260.9,45.4,2966.6,9.4,14.8,8
15 - 19세,2013.08 월,3266.2,266.2,244.7,21.6,2999.9,8.2,8.1,7.5
15 - 19세,2013.09 월,3259.4,220.7,206.1,14.5,3038.7,6.8,6.6,6.3
15 - 19세,2013.10 월,3252.6,222.6,208.1,14.5,3030,6.8,6.5,6.4
15 - 19세,2013.11 월,3246.1,218.6,202.6,16,3027.5,6.7,7.3,6.2
15 - 19세,2013.12 월,3239.5,286.5,242.7,43.9,2953,8.8,15.3,7.5
15 - 19세,2014.01 월,3232.2,339.5,283.2,56.4,2892.6,10.5,16.6,8.8
15 - 19세,2014.02 월,3225.7,315.2,282.2,33,2910.6,9.8,10.5,8.7
15 - 19세,2014.03 월,3218.7,244.5,226.6,17.9,2974.1,7.6,7.3,7
15 - 19세,2014.04 월,3211.7,241.7,222.2,19.6,2969.9,7.5,8.1,6.9
15 - 19세,2014.05 월,3205,245.1,232.4,12.7,2960,7.6,5.2,7.3
15 - 19세,2014.06 월,3198.2,257.5,235.2,22.3,2940.7,8.1,8.7,7.4
15 - 19세,2014.07 월,3191.6,317.9,283.8,34.1,2873.7,10,10.7,8.9
15 - 19세,2014.08 월,3186.4,298.7,276.4,22.3,2887.7,9.4,7.5,8.7
15 - 19세,2014.09 월,3180.6,247.6,232.5,15,2933,7.8,6.1,7.3
15 - 19세,2014.10 월,3174.2,229.2,215.1,14.1,2945,7.2,6.2,6.8
15 - 19세,2014.11 월,3168.7,223.6,208.5,15.1,2945.1,7.1,6.8,6.6
15 - 19세,2014.12 월,3162.8,283.7,245.4,38.2,2879.2,9,13.5,7.8
15 - 19세,2015.01 월,3157.1,317.1,283.2,33.9,2840,10,10.7,9
15 - 19세,2015.02 월,3151.9,303,267.8,35.2,2848.9,9.6,11.6,8.5
15 - 19세,2015.03 월,3146.1,248.8,221.2,27.6,2897.3,7.9,11.1,7
15 - 19세,2015.04 월,3140.7,252,229.4,22.6,2888.7,8,9,7.3
15 - 19세,2015.05 월,3135.1,265.5,247.7,17.9,2869.5,8.5,6.7,7.9
15 - 19세,2015.06 월,3129.4,274.8,232.8,42,2854.6,8.8,15.3,7.4
15 - 19세,2015.07 월,3122.8,328.9,280,48.9,2793.9,10.5,14.9,9
15 - 19세,2015.08 월,3115.3,301.6,271,30.6,2813.7,9.7,10.1,8.7
15 - 19세,2015.09 월,3108,246.8,224.4,22.4,2861.2,7.9,9.1,7.2
15 - 19세,2015.10 월,3100.2,240.2,220.7,19.5,2860,7.7,8.1,7.1
15 - 19세,2015.11 월,3092.5,235.4,218.3,17.1,2857.1,7.6,7.3,7.1
15 - 19세,2015.12 월,3085.2,274.9,244.5,30.4,2810.3,8.9,11.1,7.9
15 - 19세,2016.01 월,3114.6,294.8,264.7,30.1,2819.8,9.5,10.2,8.5
15 - 19세,2016.02 월,3107.2,312.1,271.5,40.6,2795.1,10,13,8.7
15 - 19세,2016.03 월,3100.1,265.3,226.6,38.8,2834.8,8.6,14.6,7.3
15 - 19세,2016.04 월,3092.6,259.3,228.9,30.3,2833.3,8.4,11.7,7.4
15 - 19세,2016.05 월,3085.4,261.9,233.8,28.1,2823.5,8.5,10.7,7.6
15 - 19세,2016.06 월,3077.7,261.8,236.6,25.3,2815.9,8.5,9.7,7.7
15 - 19세,2016.07 월,3067.6,308.3,282.8,25.5,2759.3,10.1,8.3,9.2
15 - 19세,2016.08 월,3055,302,277.1,24.9,2753,9.9,8.2,9.1
15 - 19세,2016.09 월,3042.6,242,223.7,18.3,2800.6,8,7.6,7.4
15 - 19세,2016.10 월,3030.1,237.5,215.7,21.8,2792.6,7.8,9.2,7.1
15 - 19세,2016.11 월,3017.6,238.1,219.9,18.2,2779.5,7.9,7.6,7.3
15 - 19세,2016.12 월,3005.1,269.9,246.5,23.4,2735.2,9,8.7,8.2
15 - 19세,2017.01 월,2993.4,297.9,268.4,29.5,2695.5,10,9.9,9
15 - 19세,2017.02 월,2981,303.9,273.5,30.4,2677.1,10.2,10,9.2
15 - 19세,2017.03 월,2968.7,268.3,238.1,30.3,2700.4,9,11.3,8
15 - 19세,2017.04 월,2956.1,294.1,264.7,29.4,2662,9.9,10,9
15 - 19세,2017.05 월,2944,291.3,274.4,17,2652.7,9.9,5.8,9.3
15 - 19세,2017.06 월,2931.2,283,256.8,26.1,2648.3,9.7,9.2,8.8
15 - 19세,2017.07 월,2917.7,313.1,280.8,32.4,2604.6,10.7,10.3,9.6
15 - 19세,2017.08 월,2903.5,282.3,254.7,27.6,2621.2,9.7,9.8,8.8
15 - 19세,2017.09 월,2889.1,248.4,232.8,15.6,2640.7,8.6,6.3,8.1
15 - 19세,2017.10 월,2875.4,215.3,201.6,13.6,2660.1,7.5,6.3,7
15 - 19세,2017.11 월,2861.5,210.8,198.8,12,2650.7,7.4,5.7,6.9
15 - 19세,2017.12 월,2847.1,232.7,216.1,16.6,2614.5,8.2,7.1,7.6
15 - 19세,2018.01 월,2832.4,262.3,233.1,29.2,2570.1,9.3,11.1,8.2
15 - 19세,2018.02 월,2818.2,262.7,231.9,30.8,2555.5,9.3,11.7,8.2
15 - 19세,2018.03 월,2803,240.6,212.6,28,2562.4,8.6,11.6,7.6
15 - 19세,2018.04 월,2789,210.7,189,21.7,2578.3,7.6,10.3,6.8
15 - 19세,2018.05 월,2774.7,225.2,204.9,20.2,2549.6,8.1,9,7.4
15 - 19세,2018.06 월,2760.6,224,208.7,15.3,2536.6,8.1,6.8,7.6
15 - 19세,2018.07 월,2749.4,250.9,223.9,26.9,2498.5,9.1,10.7,8.1
15 - 19세,2018.08 월,2738.2,237.8,210.6,27.1,2500.4,8.7,11.4,7.7
15 - 19세,2018.09 월,2727,205.7,193.5,12.1,2521.3,7.5,5.9,7.1
15 - 19세,2018.10 월,2715.8,192.7,181.4,11.2,2523.1,7.1,5.8,6.7
15 - 19세,2018.11 월,2704.3,192.1,183.1,9,2512.2,7.1,4.7,6.8
15 - 19세,2018.12 월,2693.6,202.3,183.6,18.7,2491.3,7.5,9.2,6.8
15 - 19세,2019.01 월,2680.7,229.6,202.3,27.3,2451.1,8.6,11.9,7.5
15 - 19세,2019.02 월,2672.5,250.7,218.9,31.9,2421.8,9.4,12.7,8.2
15 - 19세,2019.03 월,2661.4,227,203.8,23.2,2434.4,8.5,10.2,7.7
15 - 19세,2019.04 월,2650.9,236.1,215.7,20.4,2414.8,8.9,8.6,8.1
15 - 19세,2019.05 월,2639,233.7,217.1,16.6,2405.3,8.9,7.1,8.2
15 - 19세,2019.06 월,2628.6,208.2,191.1,17.1,2420.4,7.9,8.2,7.3
15 - 19세,2019.07 월,2615.1,238,209.4,28.6,2377.1,9.1,12,8
15 - 19세,2019.08 월,2600.2,218.2,201.8,16.4,2382,8.4,7.5,7.8
15 - 19세,2019.09 월,2586.1,180.7,170,10.7,2405.4,7,5.9,6.6
15 - 19세,2019.10 월,2572.2,193.6,184.2,9.4,2378.6,7.5,4.9,7.2
15 - 19세,2019.11 월,2557.9,184.5,176,8.5,2373.4,7.2,4.6,6.9
15 - 19세,2019.12 월,2544.6,202,188.1,13.9,2342.6,7.9,6.9,7.4
15 - 19세,2020.01 월,2528.9,229.2,205,24.2,2299.7,9.1,10.6,8.1
15 - 19세,2020.02 월,2515.4,213.1,194.1,19,2302.4,8.5,8.9,7.7
15 - 19세,2020.03 월,2500.5,173.8,150.4,23.4,2326.7,7,13.5,6
15 - 19세,2020.04 월,2485.4,147.8,129.1,18.7,2337.7,5.9,12.7,5.2
15 - 19세,2020.05 월,2471.9,181.2,167.6,13.6,2290.7,7.3,7.5,6.8
15 - 19세,2020.06 월,2457.3,181.8,172,9.7,2275.5,7.4,5.3,7
15 - 19세,2020.07 월,2443.9,198.4,179.2,19.2,2245.5,8.1,9.7,7.3
15 - 19세,2020.08 월,2430.4,183.6,169,14.6,2246.7,7.6,8,7
15 - 19세,2020.09 월,2416.7,165.4,150.2,15.2,2251.3,6.8,9.2,6.2
15 - 19세,2020.10 월,2403.6,153.7,144,9.7,2249.9,6.4,6.3,6
15 - 19세,2020.11 월,2391.1,150.8,141.9,8.9,2240.3,6.3,5.9,5.9
15 - 19세,2020.12 월,2378.7,151.6,141.1,10.5,2227.2,6.4,6.9,5.9
15 - 19세,2021.01 월,2368.5,169.5,146.1,23.4,2199,7.2,13.8,6.2
15 - 19세,2021.02 월,2355.6,178.9,157.2,21.6,2176.7,7.6,12.1,6.7
15 - 19세,2021.03 월,2342.8,190.5,168.6,21.9,2152.2,8.1,11.5,7.2
15 - 19세,2021.04 월,2329.9,194.3,176.3,18,2135.7,8.3,9.3,7.6
15 - 19세,2021.05 월,2317.2,215.7,196.5,19.3,2101.5,9.3,8.9,8.5
15 - 19세,2021.06 월,2304.4,215.9,195.3,20.6,2088.5,9.4,9.5,8.5
15 - 19세,2021.07 월,2299.3,216.3,196.6,19.7,2083,9.4,9.1,8.6
15 - 19세,2021.08 월,2293.7,186.1,175.1,11,2107.6,8.1,5.9,7.6
15 - 19세,2021.09 월,2288.5,178,166.3,11.7,2110.4,7.8,6.6,7.3
15 - 19세,2021.10 월,2283.6,163.3,155.9,7.4,2120.3,7.2,4.5,6.8
15 - 19세,2021.11 월,2279.5,163.5,153.7,9.8,2115.9,7.2,6,6.7
15 - 19세,2021.12 월,2274.7,180.2,167.5,12.7,2094.5,7.9,7,7.4
15 - 19세,2022.01 월,2264.1,219,194.7,24.3,2045.1,9.7,11.1,8.6
15 - 19세,2022.02 월,2258.9,223.9,201.8,22.1,2035,9.9,9.9,8.9
15 - 19세,2022.03 월,2253.3,191.1,171.8,19.3,2062.3,8.5,10.1,7.6
15 - 19세,2022.04 월,2248.3,186,171.1,14.9,2062.3,8.3,8,7.6
15 - 19세,2022.05 월,2243.1,219.3,207.7,11.6,2023.8,9.8,5.3,9.3
15 - 19세,2022.06 월,2237.2,190,183,7,2047.2,8.5,3.7,8.2
15 - 19세,2022.07 월,2237.3,213.1,193.1,19.9,2024.3,9.5,9.3,8.6
15 - 19세,2022.08 월,2237.8,198.7,190.7,7.9,2039.2,8.9,4,8.5
15 - 19세,2022.09 월,2238.4,168.3,162.5,5.8,2070.1,7.5,3.4,7.3
15 - 19세,2022.10 월,2239.4,153.3,149.1,4.2,2086.1,6.8,2.7,6.7
15 - 19세,2022.11 월,2240.1,155.9,153.1,2.8,2084.2,7,1.8,6.8
15 - 19세,2022.12 월,2240.8,172.8,163.4,9.4,2068,7.7,5.4,7.3
15 - 19세,2023.01 월,2259.4,205.2,186.6,18.6,2054.2,9.1,9.1,8.3
15 - 19세,2023.02 월,2259.5,184.7,171.2,13.5,2074.8,8.2,7.3,7.6
15 - 19세,2023.03 월,2260.2,177.7,169,8.8,2082.4,7.9,5,7.5
15 - 19세,2023.04 월,2260.4,156.5,150.4,6.1,2103.8,6.9,3.9,6.7
15 - 19세,2023.05 월,2260.8,177.6,171.6,6,2083.1,7.9,3.4,7.6
15 - 19세,2023.06 월,2260.9,179.8,169.5,10.4,2081.1,8,5.8,7.5
15 - 19세,2023.07 월,2259.3,192.3,183.1,9.2,2067,8.5,4.8,8.1
15 - 19세,2023.08 월,2257.6,185.9,178,7.9,2071.7,8.2,4.2,7.9
15 - 19세,2023.09 월,2255.9,166,159.7,6.3,2090,7.4,3.8,7.1
15 - 19세,2023.10 월,2254.6,154.1,143,11.1,2100.5,6.8,7.2,6.3
15 - 19세,2023.11 월,2253.4,135.7,130.3,5.3,2117.7,6,3.9,5.8
15 - 19세,2023.12 월,2252.5,150.3,140.5,9.8,2102.2,6.7,6.5,6.2
15 - 19세,2024.01 월,2240.3,162.1,149,13,2078.2,7.2,8,6.7
15 - 19세,2024.02 월,2238.1,157.2,139.7,17.5,2080.8,7,11.1,6.2
15 - 19세,2024.03 월,2235.4,150.1,134.5,15.6,2085.2,6.7,10.4,6
15 - 19세,2024.04 월,2233,151.7,138.6,13.1,2081.3,6.8,8.6,6.2
20 - 29세,2000.01 월,7498.5,4914.6,4418.6,496,2583.9,65.5,10.1,58.9
20 - 29세,2000.02 월,7489.1,4911.3,4441.5,469.8,2577.7,65.6,9.6,59.3
20 - 29세,2000.03 월,7479.4,4849.9,4433.8,416.1,2629.5,64.8,8.6,59.3
20 - 29세,2000.04 월,7472.3,4844.8,4471.1,373.7,2627.5,64.8,7.7,59.8
20 - 29세,2000.05 월,7471.9,4853.1,4512,341,2618.9,65,7,60.4
20 - 29세,2000.06 월,7467.6,4824.5,4506.9,317.5,2643.2,64.6,6.6,60.4
20 - 29세,2000.07 월,7456.4,4912.6,4590.8,321.7,2543.9,65.9,6.5,61.6
20 - 29세,2000.08 월,7459.5,4827.4,4500.1,327.3,2632.1,64.7,6.8,60.3
20 - 29세,2000.09 월,7461.1,4814.7,4497.6,317.1,2646.4,64.5,6.6,60.3
20 - 29세,2000.10 월,7458.9,4835.1,4527.9,307.2,2623.8,64.8,6.4,60.7
20 - 29세,2000.11 월,7454.2,4847.7,4530.1,317.7,2606.5,65,6.6,60.8
20 - 29세,2000.12 월,7455.1,4847.8,4489,358.8,2607.3,65,7.4,60.2
20 - 29세,2001.01 월,7447.5,4861.8,4455,406.8,2585.6,65.3,8.4,59.8
20 - 29세,2001.02 월,7439.1,4833.5,4400,433.5,2605.6,65,9,59.1
20 - 29세,2001.03 월,7431.3,4806.9,4391.2,415.8,2624.4,64.7,8.7,59.1
20 - 29세,2001.04 월,7421.3,4836.1,4487.9,348.2,2585.2,65.2,7.2,60.5
20 - 29세,2001.05 월,7416.4,4847.3,4511.8,335.5,2569.1,65.4,6.9,60.8
20 - 29세,2001.06 월,7414.6,4843.9,4518.6,325.2,2570.7,65.3,6.7,60.9
20 - 29세,2001.07 월,7414.3,4884.7,4567.1,317.6,2529.6,65.9,6.5,61.6
20 - 29세,2001.08 월,7411.1,4777.7,4458.4,319.3,2633.5,64.5,6.7,60.2
20 - 29세,2001.09 월,7402.1,4772.7,4470.9,301.8,2629.4,64.5,6.3,60.4
20 - 29세,2001.10 월,7395.4,4758.8,4450,308.8,2636.6,64.3,6.5,60.2
20 - 29세,2001.11 월,7391.5,4833.3,4487.9,345.5,2558.2,65.4,7.1,60.7
20 - 29세,2001.12 월,7382.7,4841,4467.6,373.3,2541.8,65.6,7.7,60.5
20 - 29세,2002.01 월,7382.2,4885.2,4478,407.2,2497,66.2,8.3,60.7
20 - 29세,2002.02 월,7377.4,4885.1,4497.7,387.5,2492.3,66.2,7.9,61
20 - 29세,2002.03 월,7369.5,4836.8,4480,356.8,2532.7,65.6,7.4,60.8
20 - 29세,2002.04 월,7361.3,4875.8,4552.8,322.9,2485.5,66.2,6.6,61.8
