연령계층별,시점,인구[천명],경제활동인구[천명],취업자[천명],실업자[천명],비경제활동인구[천명],경제활동참가율[%],실업률[%],고용률[%]
40 - 49세,2002.04 월,7518.1,5985.5,5857.3,128.2,1532.6,79.6,2.1,77.9
40 - 49세,2002.05 월,7543,6006.2,5887.5,118.6,1536.9,79.6,2,78.1
40 - 49세,2002.06 월,7568.2,6029.9,5920.6,109.3,1538.3,79.7,1.8,78.2
40 - 49세,2002.07 월,7593.1,6000.2,5891.9,108.3,1592.9,79,1.8,77.6
40 - 49세,2002.08 월,7617.6,5986.9,5862,124.9,1630.7,78.6,2.1,77
40 - 49세,2002.09 월,7641.9,6073.3,5966.3,107,1568.6,79.5,1.8,78.1
40 - 49세,2002.10 월,7666.6,6109,6007.3,101.7,1557.6,79.7,1.7,78.4
40 - 49세,2002.11 월,7690.8,6096.7,5996.7,100,1594.2,79.3,1.6,78
40 - 49세,2002.12 월,7715.3,6081,5978.9,102.1,1634.3,78.8,1.7,77.5
40 - 49세,2003.01 월,7740.1,5981.1,5860,121.1,1759,77.3,2,75.7
40 - 49세,2003.02 월,7764.7,6002,5876.8,125.3,1762.6,77.3,2.1,75.7
40 - 49세,2003.03 월,7789.2,6108,5975.5,132.6,1681.2,78.4,2.2,76.7
40 - 49세,2003.04 월,7813.9,6177.9,6046,131.8,1636,79.1,2.1,77.4
40 - 49세,2003.05 월,7838.6,6233.1,6097.8,135.3,1605.5,79.5,2.2,77.8
40 - 49세,2003.06 월,7863,6233.7,6099.2,134.5,1629.3,79.3,2.2,77.6
40 - 49세,2003.07 월,7883.9,6206.6,6068.9,137.8,1677.3,78.7,2.2,77
40 - 49세,2003.08 월,7900.7,6164.6,6010.9,153.7,1736.1,78,2.5,76.1
40 - 49세,2003.09 월,7917.6,6252.3,6113.1,139.1,1665.3,79,2.2,77.2
40 - 49세,2003.10 월,7934.5,6301.8,6166.4,135.4,1632.7,79.4,2.1,77.7
40 - 49세,2003.11 월,7951.4,6312,6171.8,140.3,1639.3,79.4,2.2,77.6
40 - 49세,2003.12 월,7968.3,6256.8,6118.8,138,1711.5,78.5,2.2,76.8
40 - 49세,2004.01 월,7985.6,6214.1,6074.4,139.7,1771.5,77.8,2.2,76.1
40 - 49세,2004.02 월,8002.5,6251.9,6091.8,160.2,1750.6,78.1,2.6,76.1
40 - 49세,2004.03 월,8019.4,6356.4,6179.6,176.8,1663,79.3,2.8,77.1
40 - 49세,2004.04 월,8036.2,6415.7,6268.1,147.7,1620.5,79.8,2.3,78
40 - 49세,2004.05 월,8053.1,6416.1,6277.2,138.9,1637,79.7,2.2,77.9
40 - 49세,2004.06 월,8070.2,6418.3,6292.1,126.3,1651.8,79.5,2,78
40 - 49세,2004.07 월,8082.7,6410.4,6260.7,149.7,1672.4,79.3,2.3,77.5
40 - 49세,2004.08 월,8090.5,6349.4,6188.1,161.3,1741.1,78.5,2.5,76.5
40 - 49세,2004.09 월,8098.2,6452.7,6307.9,144.8,1645.6,79.7,2.2,77.9
40 - 49세,2004.10 월,8106,6476.8,6339.6,137.2,1629.2,79.9,2.1,78.2
40 - 49세,2004.11 월,8113.5,6467.8,6323.1,144.7,1645.7,79.7,2.2,77.9
40 - 49세,2004.12 월,8121,6428.2,6285.3,142.9,1692.8,79.2,2.2,77.4
40 - 49세,2005.01 월,8128.5,6308.2,6129.2,179,1820.3,77.6,2.8,75.4
40 - 49세,2005.02 월,8136.4,6329.7,6144.2,185.5,1806.7,77.8,2.9,75.5
40 - 49세,2005.03 월,8144.1,6432.3,6251.4,180.9,1711.8,79,2.8,76.8
40 - 49세,2005.04 월,8151.7,6484.8,6321.1,163.8,1666.9,79.6,2.5,77.5
40 - 49세,2005.05 월,8159.4,6527.9,6366.9,160.9,1631.6,80,2.5,78
40 - 49세,2005.06 월,8167.2,6534.3,6369.1,165.2,1632.9,80,2.5,78
40 - 49세,2005.07 월,8175.9,6482.6,6320.2,162.4,1693.3,79.3,2.5,77.3
40 - 49세,2005.08 월,8185.7,6450.2,6292.6,157.6,1735.5,78.8,2.4,76.9
40 - 49세,2005.09 월,8195.6,6519.7,6361.2,158.5,1675.9,79.6,2.4,77.6
40 - 49세,2005.10 월,8205.4,6543.2,6366.3,176.8,1662.3,79.7,2.7,77.6
40 - 49세,2005.11 월,8215.3,6567.6,6432.3,135.2,1647.7,79.9,2.1,78.3
40 - 49세,2005.12 월,8225,6475.3,6334.7,140.6,1749.6,78.7,2.2,77
40 - 49세,2006.01 월,8234.7,6429.1,6273.5,155.6,1805.6,78.1,2.4,76.2
40 - 49세,2006.02 월,8244.5,6465.7,6298.5,167.2,1778.8,78.4,2.6,76.4
40 - 49세,2006.03 월,8254.2,6551.7,6377.5,174.3,1702.5,79.4,2.7,77.3
40 - 49세,2006.04 월,8264.2,6614.5,6450.6,163.9,1649.8,80,2.5,78.1
40 - 49세,2006.05 월,8274.4,6645.3,6497.7,147.5,1629.1,80.3,2.2,78.5
40 - 49세,2006.06 월,8284.5,6645.3,6491.9,153.3,1639.2,80.2,2.3,78.4
40 - 49세,2006.07 월,8293.1,6610.6,6459.9,150.8,1682.4,79.7,2.3,77.9
40 - 49세,2006.08 월,8300.1,6576.2,6414.9,161.2,1724,79.2,2.5,77.3
40 - 49세,2006.09 월,8306.9,6641,6500.4,140.6,1665.9,79.9,2.1,78.3
40 - 49세,2006.10 월,8313.9,6673.7,6534.5,139.1,1640.2,80.3,2.1,78.6
40 - 49세,2006.11 월,8320.5,6673.7,6539.4,134.3,1646.8,80.2,2,78.6
40 - 49세,2006.12 월,8327.3,6606,6470,136,1721.3,79.3,2.1,77.7
40 - 49세,2007.01 월,8334.4,6567.5,6413.5,154,1766.9,78.8,2.3,77
40 - 49세,2007.02 월,8341.1,6569.7,6414.2,155.5,1771.4,78.8,2.4,76.9
40 - 49세,2007.03 월,8347.9,6689.1,6543,146.1,1658.9,80.1,2.2,78.4
40 - 49세,2007.04 월,8354.8,6731.7,6594.2,137.5,1623.1,80.6,2,78.9
40 - 49세,2007.05 월,8361.9,6750.7,6623.4,127.2,1611.2,80.7,1.9,79.2
40 - 49세,2007.06 월,8369.1,6743,6614.8,128.2,1626.1,80.6,1.9,79
40 - 49세,2007.07 월,8376,6687.7,6559.1,128.7,1688.3,79.8,1.9,78.3
40 - 49세,2007.08 월,8383.1,6658.3,6515,143.3,1724.8,79.4,2.2,77.7
40 - 49세,2007.09 월,8390.2,6719.1,6592.5,126.7,1671.1,80.1,1.9,78.6
40 - 49세,2007.10 월,8397.4,6763.3,6635.5,127.8,1634.1,80.5,1.9,79
40 - 49세,2007.11 월,8404.5,6755.5,6628.2,127.3,1649,80.4,1.9,78.9
40 - 49세,2007.12 월,8411.5,6721.3,6595.6,125.7,1690.2,79.9,1.9,78.4
40 - 49세,2008.01 월,8418.8,6653.1,6507.1,146,1765.7,79,2.2,77.3
40 - 49세,2008.02 월,8425.8,6654.5,6481.9,172.6,1771.3,79,2.6,76.9
40 - 49세,2008.03 월,8432.7,6739.3,6575.8,163.5,1693.4,79.9,2.4,78
40 - 49세,2008.04 월,8439.6,6794,6642.3,151.7,1645.6,80.5,2.2,78.7
40 - 49세,2008.05 월,8446.6,6798,6664,133.9,1648.6,80.5,2,78.9
40 - 49세,2008.06 월,8453.7,6834,6702.2,131.7,1619.7,80.8,1.9,79.3
40 - 49세,2008.07 월,8460.5,6812.5,6676.8,135.7,1648.1,80.5,2,78.9
40 - 49세,2008.08 월,8466.8,6766.5,6621.8,144.7,1700.3,79.9,2.1,78.2
40 - 49세,2008.09 월,8473.1,6785.1,6649,136.1,1688,80.1,2,78.5
40 - 49세,2008.10 월,8479.3,6818.7,6685.5,133.2,1660.6,80.4,2,78.8
40 - 49세,2008.11 월,8485.7,6838.2,6707.5,130.8,1647.5,80.6,1.9,79
40 - 49세,2008.12 월,8492.1,6787.8,6646.2,141.6,1704.3,79.9,2.1,78.3
40 - 49세,2009.01 월,8499.2,6687.9,6542.1,145.8,1811.3,78.7,2.2,77
40 - 49세,2009.02 월,8505.3,6681.5,6516.1,165.4,1823.8,78.6,2.5,76.6
40 - 49세,2009.03 월,8511.3,6752.1,6557.8,194.3,1759.2,79.3,2.9,77
40 - 49세,2009.04 월,8517.4,6815.5,6635.4,180.1,1702,80,2.6,77.9
40 - 49세,2009.05 월,8523.8,6830.4,6642,188.4,1693.4,80.1,2.8,77.9
40 - 49세,2009.06 월,8530.1,6861.5,6693.3,168.2,1668.6,80.4,2.5,78.5
40 - 49세,2009.07 월,8533.8,6810.3,6650.9,159.4,1723.6,79.8,2.3,77.9
40 - 49세,2009.08 월,8535,6776.2,6604.8,171.4,1758.8,79.4,2.5,77.4
40 - 49세,2009.09 월,8535.8,6805.7,6650.4,155.4,1730.1,79.7,2.3,77.9
40 - 49세,2009.10 월,8536.7,6834.5,6682.2,152.3,1702.2,80.1,2.2,78.3
40 - 49세,2009.11 월,8537.7,6821.2,6667.1,154.1,1716.5,79.9,2.3,78.1
40 - 49세,2009.12 월,8538.6,6745.8,6591.9,153.9,1792.9,79,2.3,77.2
40 - 49세,2010.01 월,8541,6688.7,6498,190.7,1852.4,78.3,2.9,76.1
40 - 49세,2010.02 월,8541.9,6687,6486.2,200.7,1854.9,78.3,3,75.9
40 - 49세,2010.03 월,8542.7,6792.1,6598.3,193.8,1750.6,79.5,2.9,77.2
40 - 49세,2010.04 월,8543.6,6863.5,6701.3,162.2,1680.1,80.3,2.4,78.4
40 - 49세,2010.05 월,8544.7,6863.3,6710.5,152.7,1681.5,80.3,2.2,78.5
40 - 49세,2010.06 월,8545.7,6873.2,6719.5,153.7,1672.5,80.4,2.2,78.6
40 - 49세,2010.07 월,8547.5,6863.7,6701.9,161.8,1683.8,80.3,2.4,78.4
40 - 49세,2010.08 월,8549.3,6813.7,6653.6,160.1,1735.6,79.7,2.3,77.8
40 - 49세,2010.09 월,8550.9,6864,6681.5,182.5,1686.9,80.3,2.7,78.1
40 - 49세,2010.10 월,8552.6,6880.9,6713,167.9,1671.7,80.5,2.4,78.5
40 - 49세,2010.11 월,8554.5,6864.7,6722.6,142.1,1689.8,80.2,2.1,78.6
40 - 49세,2010.12 월,8556.8,6828.1,6679,149.1,1728.7,79.8,2.2,78.1
40 - 49세,2011.01 월,8553.3,6727.4,6583.2,144.2,1825.9,78.7,2.1,77
40 - 49세,2011.02 월,8555,6762.1,6577.6,184.5,1792.8,79,2.7,76.9
40 - 49세,2011.03 월,8556.8,6843.7,6664.7,179,1713,80,2.6,77.9
40 - 49세,2011.04 월,8558.3,6900,6744.3,155.7,1658.3,80.6,2.3,78.8
40 - 49세,2011.05 월,8560.6,6919.8,6779.2,140.6,1640.9,80.8,2,79.2
40 - 49세,2011.06 월,8561.9,6940,6796.2,143.8,1621.9,81.1,2.1,79.4
40 - 49세,2011.07 월,8565.4,6908.2,6768.6,139.5,1657.2,80.7,2,79
40 - 49세,2011.08 월,8570.1,6858.6,6718.8,139.8,1711.5,80,2,78.4
40 - 49세,2011.09 월,8574.4,6838.9,6698.9,140,1735.5,79.8,2,78.1
40 - 49세,2011.10 월,8579,6914.8,6776.2,138.5,1664.2,80.6,2,79
40 - 49세,2011.11 월,8584,6908.7,6774.6,134,1675.4,80.5,1.9,78.9
40 - 49세,2011.12 월,8590.3,6863.2,6736.7,126.5,1727.1,79.9,1.8,78.4
40 - 49세,2012.01 월,8594.4,6779.8,6621.7,158.2,1814.6,78.9,2.3,77
40 - 49세,2012.02 월,8599.3,6812.1,6634.3,177.9,1787.1,79.2,2.6,77.1
40 - 49세,2012.03 월,8603.9,6891.7,6727.9,163.8,1712.3,80.1,2.4,78.2
40 - 49세,2012.04 월,8608.4,6918.3,6774.8,143.5,1690.1,80.4,2.1,78.7
40 - 49세,2012.05 월,8613.6,6960.4,6835.4,125,1653.2,80.8,1.8,79.4
40 - 49세,2012.06 월,8617.8,6968.6,6825,143.6,1649.3,80.9,2.1,79.2
40 - 49세,2012.07 월,8620.1,6901,6777,124.1,1719.1,80.1,1.8,78.6
40 - 49세,2012.08 월,8619.6,6871.5,6731.8,139.7,1748.1,79.7,2,78.1
40 - 49세,2012.09 월,8618.9,6917.3,6774.2,143.1,1701.6,80.3,2.1,78.6
40 - 49세,2012.10 월,8618.3,6913.3,6788.2,125.1,1705,80.2,1.8,78.8
40 - 49세,2012.11 월,8618.2,6894.5,6766.5,128,1723.7,80,1.9,78.5
40 - 49세,2012.12 월,8619.4,6838.5,6719.3,119.2,1780.9,79.3,1.7,78
40 - 49세,2013.01 월,8618.5,6787.7,6654.8,132.9,1830.8,78.8,2,77.2
40 - 49세,2013.02 월,8618.5,6772.9,6628.1,144.8,1845.6,78.6,2.1,76.9
40 - 49세,2013.03 월,8617.8,6838.2,6679,159.1,1779.6,79.3,2.3,77.5
40 - 49세,2013.04 월,8617.4,6901.6,6750.2,151.4,1715.8,80.1,2.2,78.3
40 - 49세,2013.05 월,8617.2,6924.6,6779.4,145.2,1692.6,80.4,2.1,78.7
40 - 49세,2013.06 월,8617.2,6953.4,6805.1,148.4,1663.7,80.7,2.1,79
40 - 49세,2013.07 월,8622.2,6936.7,6790.8,145.9,1685.5,80.5,2.1,78.8
40 - 49세,2013.08 월,8632.3,6914.8,6776.9,137.9,1717.6,80.1,2,78.5
40 - 49세,2013.09 월,8642.5,6922.4,6803.7,118.7,1720.1,80.1,1.7,78.7
40 - 49세,2013.10 월,8652.7,6983.6,6865,118.6,1669.1,80.7,1.7,79.3
40 - 49세,2013.11 월,8662.9,6986.6,6876.3,110.3,1676.3,80.6,1.6,79.4
40 - 49세,2013.12 월,8673.2,6968.7,6846.7,122,1704.4,80.3,1.8,78.9
40 - 49세,2014.01 월,8683.1,6958.6,6821.7,136.9,1724.5,80.1,2,78.6
40 - 49세,2014.02 월,8693.4,6989.3,6820.8,168.6,1704.1,80.4,2.4,78.5
40 - 49세,2014.03 월,8703.5,7039.7,6867.8,171.8,1663.8,80.9,2.4,78.9
40 - 49세,2014.04 월,8713.6,7100.2,6916,184.1,1613.4,81.5,2.6,79.4
40 - 49세,2014.05 월,8723.8,7087.7,6905.7,182.1,1636.1,81.2,2.6,79.2
40 - 49세,2014.06 월,8734,7080.2,6929.4,150.8,1653.8,81.1,2.1,79.3
40 - 49세,2014.07 월,8738,7051.5,6899.9,151.6,1686.5,80.7,2.1,79
40 - 49세,2014.08 월,8736.3,7050.5,6892.9,157.6,1685.8,80.7,2.2,78.9
40 - 49세,2014.09 월,8734.4,7057.9,6916.2,141.7,1676.5,80.8,2,79.2
40 - 49세,2014.10 월,8732.2,7082.3,6938.2,144.1,1649.9,81.1,2,79.5
40 - 49세,2014.11 월,8730.4,7102.4,6947.2,155.2,1628,81.4,2.2,79.6
40 - 49세,2014.12 월,8728.5,7052.3,6898.2,154.1,1676.2,80.8,2.2,79
40 - 49세,2015.01 월,8726.6,6985.1,6834.7,150.4,1741.5,80,2.2,78.3
40 - 49세,2015.02 월,8724.9,6982.4,6805.5,176.9,1742.4,80,2.5,78
40 - 49세,2015.03 월,8722.9,7006.8,6826.1,180.7,1716.1,80.3,2.6,78.3
40 - 49세,2015.04 월,8721.1,7078.2,6910,168.1,1643,81.2,2.4,79.2
40 - 49세,2015.05 월,8719.3,7103.1,6912.1,191,1616.1,81.5,2.7,79.3
40 - 49세,2015.06 월,8717.4,7085.8,6923.2,162.6,1631.6,81.3,2.3,79.4
40 - 49세,2015.07 월,8713.1,7075.8,6904.4,171.4,1637.3,81.2,2.4,79.2
40 - 49세,2015.08 월,8706.4,7047.8,6873.7,174.1,1658.6,80.9,2.5,78.9
40 - 49세,2015.09 월,8699.7,7079.4,6929.3,150.1,1620.3,81.4,2.1,79.6
40 - 49세,2015.10 월,8692.9,7111.5,6965.9,145.5,1581.5,81.8,2,80.1
40 - 49세,2015.11 월,8686.1,7065.7,6935.3,130.4,1620.5,81.3,1.8,79.8
40 - 49세,2015.12 월,8679.5,7031.1,6878.3,152.8,1648.4,81,2.2,79.2
40 - 49세,2016.01 월,8657.6,6954.2,6805.3,148.9,1703.5,80.3,2.1,78.6
40 - 49세,2016.02 월,8651,6981.4,6794.4,187,1669.5,80.7,2.7,78.5
40 - 49세,2016.03 월,8644.5,6976.5,6805.2,171.4,1668,80.7,2.5,78.7
40 - 49세,2016.04 월,8637.8,6989.6,6827.2,162.4,1648.2,80.9,2.3,79
40 - 49세,2016.05 월,8631.3,6995.7,6843.5,152.2,1635.5,81.1,2.2,79.3
40 - 49세,2016.06 월,8624.5,6990.5,6856,134.5,1634.1,81.1,1.9,79.5
40 - 49세,2016.07 월,8617.8,6999.6,6861,138.6,1618.2,81.2,2,79.6
40 - 49세,2016.08 월,8611.2,7002,6851.7,150.3,1609.2,81.3,2.1,79.6
40 - 49세,2016.09 월,8604.7,6990,6845.9,144,1614.7,81.2,2.1,79.6
40 - 49세,2016.10 월,8598.1,6972.6,6833.3,139.3,1625.5,81.1,2,79.5
40 - 49세,2016.11 월,8591.6,6979.4,6859.1,120.3,1612.2,81.2,1.7,79.8
40 - 49세,2016.12 월,8585,6939.3,6806.1,133.2,1645.8,80.8,1.9,79.3
40 - 49세,2017.01 월,8579.1,6899.3,6757.3,142.1,1679.7,80.4,2.1,78.8
40 - 49세,2017.02 월,8572.6,6942.1,6764.6,177.5,1630.5,81,2.6,78.9
40 - 49세,2017.03 월,8566.3,6937.8,6761,176.8,1628.5,81,2.5,78.9
40 - 49세,2017.04 월,8559.7,6964.8,6776.1,188.8,1594.8,81.4,2.7,79.2
40 - 49세,2017.05 월,8553.5,6942,6785,157,1611.5,81.2,2.3,79.3
40 - 49세,2017.06 월,8546.8,6970.2,6822.2,148,1576.6,81.6,2.1,79.8
40 - 49세,2017.07 월,8539.3,6952.7,6818.3,134.4,1586.6,81.4,1.9,79.8
40 - 49세,2017.08 월,8531.4,6932.2,6789.1,143.1,1599.2,81.3,2.1,79.6
40 - 49세,2017.09 월,8523.2,6919.8,6785.7,134,1603.4,81.2,1.9,79.6
40 - 49세,2017.10 월,8515.7,6922.4,6796.8,125.6,1593.3,81.3,1.8,79.8
40 - 49세,2017.11 월,8507.9,6915.5,6792.6,122.9,1592.4,81.3,1.8,79.8
40 - 49세,2017.12 월,8499.8,6868.7,6745.9,122.8,1631.1,80.8,1.8,79.4
40 - 49세,2018.01 월,8491.5,6857.6,6705,152.6,1633.9,80.8,2.2,79
40 - 49세,2018.02 월,8483.7,6836.2,6658.1,178.1,1647.5,80.6,2.6,78.5
40 - 49세,2018.03 월,8475.2,6853.6,6663.9,189.8,1621.6,80.9,2.8,78.6
40 - 49세,2018.04 월,8467.5,6877.5,6688.5,189,1590.1,81.2,2.7,79
40 - 49세,2018.05 월,8459.7,6858.9,6696.6,162.2,1600.8,81.1,2.4,79.2
40 - 49세,2018.06 월,8451.8,6853.9,6694.7,159.1,1598,81.1,2.3,79.2
40 - 49세,2018.07 월,8438.1,6844.7,6671.4,173.4,1593.3,81.1,2.5,79.1
40 - 49세,2018.08 월,8424.2,6816.5,6630.7,185.8,1607.7,80.9,2.7,78.7
40 - 49세,2018.09 월,8410.4,6828.8,6663.1,165.7,1581.6,81.2,2.4,79.2
40 - 49세,2018.10 월,8396.5,6804.8,6644.7,160.1,1591.8,81,2.4,79.1
40 - 49세,2018.11 월,8382.5,6810.7,6663.5,147.2,1571.8,81.2,2.2,79.5
40 - 49세,2018.12 월,8369,6762.9,6610.8,152.2,1606.1,80.8,2.3,79
40 - 49세,2019.01 월,8354.3,6710.3,6538.6,171.8,1644,80.3,2.6,78.3
40 - 49세,2019.02 월,8343.8,6719.1,6530.5,188.6,1624.7,80.5,2.8,78.3
40 - 49세,2019.03 월,8330.7,6659.6,6496.1,163.5,1671.1,79.9,2.5,78
40 - 49세,2019.04 월,8318.2,6670.3,6501.7,168.7,1647.9,80.2,2.5,78.2
40 - 49세,2019.05 월,8304.4,6681.9,6519.3,162.6,1622.5,80.5,2.4,78.5
40 - 49세,2019.06 월,8291.9,6670.5,6512.8,157.7,1621.4,80.4,2.4,78.5
40 - 49세,2019.07 월,8288.4,6645.7,6492,153.7,1642.6,80.2,2.3,78.3
40 - 49세,2019.08 월,8283.6,6630,6503.9,126.1,1653.6,80,1.9,78.5
40 - 49세,2019.09 월,8279.4,6627.4,6484.3,143.2,1652,80,2.2,78.3
40 - 49세,2019.10 월,8275.4,6625.3,6499,126.3,1650.1,80.1,1.9,78.5
40 - 49세,2019.11 월,8271.1,6624.9,6484.1,140.8,1646.2,80.1,2.1,78.4
40 - 49세,2019.12 월,8267.6,6610.7,6483.1,127.6,1656.9,80,1.9,78.4
40 - 49세,2020.01 월,8262,6586.1,6454.5,131.6,1675.8,79.7,2,78.1
40 - 49세,2020.02 월,8258.3,6584.4,6426.3,158.1,1673.9,79.7,2.4,77.8
40 - 49세,2020.03 월,8253.3,6550.7,6376.2,174.5,1702.6,79.4,2.7,77.3
40 - 49세,2020.04 월,8248.2,6493.8,6312.2,181.6,1754.4,78.7,2.8,76.5
40 - 49세,2020.05 월,8244.5,6523.5,6332.5,191,1720.9,79.1,2.9,76.8
40 - 49세,2020.06 월,8239.9,6515.9,6332.6,183.3,1724,79.1,2.8,76.9
40 - 49세,2020.07 월,8233.1,6505.9,6327.6,178.3,1727.3,79,2.7,76.9
40 - 49세,2020.08 월,8226.3,6458.7,6321.5,137.3,1767.6,78.5,2.1,76.8
40 - 49세,2020.09 월,8219.4,6466.8,6308.8,158,1752.6,78.7,2.4,76.8
40 - 49세,2020.10 월,8213,6476.7,6307,169.7,1736.3,78.9,2.6,76.8
40 - 49세,2020.11 월,8207.1,6498.7,6348.7,149.9,1708.4,79.2,2.3,77.4
40 - 49세,2020.12 월,8201.2,6452.7,6299.8,152.9,1748.6,78.7,2.4,76.8
40 - 49세,2021.01 월,8196.6,6426.9,6244.4,182.5,1769.7,78.4,2.8,76.2
40 - 49세,2021.02 월,8189.8,6433,6260.1,172.8,1756.8,78.5,2.7,76.4
40 - 49세,2021.03 월,8183,6463.7,6291,172.6,1719.4,79,2.7,76.9
40 - 49세,2021.04 월,8176.3,6471,6300.6,170.4,1705.3,79.1,2.6,77.1
40 - 49세,2021.05 월,8169.7,6512.4,6326.5,185.9,1657.2,79.7,2.9,77.4
40 - 49세,2021.06 월,8162.8,6513.8,6345,168.9,1649,79.8,2.6,77.7
40 - 49세,2021.07 월,8158.7,6484.6,6338.7,145.8,1674.2,79.5,2.2,77.7
40 - 49세,2021.08 월,8154.1,6448.1,6332.5,115.7,1706,79.1,1.8,77.7
40 - 49세,2021.09 월,8149.8,6449.4,6326.8,122.6,1700.5,79.1,1.9,77.6
40 - 49세,2021.10 월,8145.9,6461.5,6327.3,134.2,1684.4,79.3,2.1,77.7
40 - 49세,2021.11 월,8142.5,6453.9,6322.2,131.7,1688.6,79.3,2,77.6
40 - 49세,2021.12 월,8138.6,6437.2,6313,124.2,1701.3,79.1,1.9,77.6
40 - 49세,2022.01 월,8121.5,6415.6,6268.6,147,1705.9,79,2.3,77.2
40 - 49세,2022.02 월,8116.1,6439.4,6296.7,142.7,1676.6,79.3,2.2,77.6
40 - 49세,2022.03 월,8110,6444.9,6312.2,132.7,1665.2,79.5,2.1,77.8
40 - 49세,2022.04 월,8104.7,6450.9,6315.1,135.8,1653.8,79.6,2.1,77.9
40 - 49세,2022.05 월,8099.1,6501.7,6362.5,139.2,1597.5,80.3,2.1,78.6
40 - 49세,2022.06 월,8092.9,6495,6346.9,148.1,1597.9,80.3,2.3,78.4
40 - 49세,2022.07 월,8083.5,6474.4,6337.4,137,1609.1,80.1,2.1,78.4
40 - 49세,2022.08 월,8074.4,6424.7,6325,99.7,1649.8,79.6,1.6,78.3
40 - 49세,2022.09 월,8065.4,6423.2,6310.2,113,1642.1,79.6,1.8,78.2
40 - 49세,2022.10 월,8056.8,6432.7,6316.3,116.4,1624.1,79.8,1.8,78.4
40 - 49세,2022.11 월,8048,6429.7,6316,113.7,1618.2,79.9,1.8,78.5
40 - 49세,2022.12 월,8039,6375.3,6255.8,119.6,1663.6,79.3,1.9,77.8
40 - 49세,2023.01 월,8022,6344.2,6206,138.2,1677.9,79.1,2.2,77.4
40 - 49세,2023.02 월,8012,6358.1,6220.2,137.8,1653.9,79.4,2.2,77.6
40 - 49세,2023.03 월,8002.9,6384.9,6248.9,136,1618,79.8,2.1,78.1
40 - 49세,2023.04 월,7993.1,6421,6292.7,128.4,1572,80.3,2,78.7
40 - 49세,2023.05 월,7983.5,6446,6314.1,131.9,1537.5,80.7,2,79.1
40 - 49세,2023.06 월,7973.7,6445.4,6312.8,132.5,1528.3,80.8,2.1,79.2
40 - 49세,2023.07 월,7960.1,6405.2,6276.6,128.7,1554.9,80.5,2,78.9
40 - 49세,2023.08 월,7946.9,6348.9,6255.6,93.4,1598,79.9,1.5,78.7
40 - 49세,2023.09 월,7933.7,6363.6,6252.5,111.1,1570.1,80.2,1.7,78.8
40 - 49세,2023.10 월,7921.1,6339.6,6247.5,92.1,1581.5,80,1.5,78.9
40 - 49세,2023.11 월,7908.7,6368.6,6254.2,114.4,1540.1,80.5,1.8,79.1
40 - 49세,2023.12 월,7896.8,6344.9,6236.8,108.1,1551.9,80.3,1.7,79
40 - 49세,2024.01 월,7887,6300.4,6164.5,135.9,1586.6,79.9,2.2,78.2
40 - 49세,2024.02 월,7873.5,6290.6,6158.5,132.2,1582.9,79.9,2.1,78.2
40 - 49세,2024.03 월,7859.3,6310.2,6169.5,140.6,1549.1,80.3,2.2,78.5
40 - 49세,2024.04 월,7845.7,6341.7,6202.8,138.9,1504,80.8,2.2,79.1
50 - 59세,2000.01 월,4323.3,2859,2742.9,116.1,1464.3,66.1,4.1,63.4
50 - 59세,2000.02 월,4330.5,2861.1,2742.8,118.3,1469.4,66.1,4.1,63.3
50 - 59세,2000.03 월,4337.6,2976.5,2865.9,110.6,1361.1,68.6,3.7,66.1
50 - 59세,2000.04 월,4344.9,3019.9,2913.2,106.7,1325,69.5,3.5,67
50 - 59세,2000.05 월,4352.2,3044.3,2960.9,83.4,1308,69.9,2.7,68
50 - 59세,2000.06 월,4359.6,3050.7,2964.1,86.5,1308.9,70,2.8,68
50 - 59세,2000.07 월,4367.6,3043.5,2946.7,96.8,1324,69.7,3.2,67.5
50 - 59세,2000.08 월,4373,3015.5,2918.7,96.8,1357.5,69,3.2,66.7
50 - 59세,2000.09 월,4378.4,3073.4,2970.6,102.8,1305,70.2,3.3,67.8
50 - 59세,2000.10 월,4383.8,3077.9,2991.5,86.4,1305.8,70.2,2.8,68.2
50 - 59세,2000.11 월,4389.1,3035.5,2956.1,79.4,1353.7,69.2,2.6,67.4
50 - 59세,2000.12 월,4394.5,2935.1,2850.9,84.2,1459.4,66.8,2.9,64.9
50 - 59세,2001.01 월,4398.2,2804.4,2702.5,101.9,1593.8,63.8,3.6,61.4
50 - 59세,2001.02 월,4403.5,2839.1,2722.8,116.3,1564.4,64.5,4.1,61.8
50 - 59세,2001.03 월,4408.8,2977.2,2863.2,114,1431.6,67.5,3.8,64.9
50 - 59세,2001.04 월,4414.1,3086.8,3005,81.8,1327.3,69.9,2.6,68.1
50 - 59세,2001.05 월,4419.4,3122.8,3040.9,81.9,1296.6,70.7,2.6,68.8
50 - 59세,2001.06 월,4424.8,3120.1,3035.1,85,1304.7,70.5,2.7,68.6
50 - 59세,2001.07 월,4432.1,3097.6,3013.7,83.9,1334.5,69.9,2.7,68
50 - 59세,2001.08 월,4441.4,3075.4,2998.2,77.1,1366,69.2,2.5,67.5
50 - 59세,2001.09 월,4450.5,3130.6,3065.6,64.9,1320,70.3,2.1,68.9
50 - 59세,2001.10 월,4459.7,3165.1,3088,77.1,1294.6,71,2.4,69.2
50 - 59세,2001.11 월,4468.9,3133.8,3065.6,68.2,1335.2,70.1,2.2,68.6
